"","subject","activity","domain","dimension","component","instrument","jerk","magnitude","statistic","count","mean_value"
"4693","12","walking_upstairs","frequency","Y","NA","gyroscope","NA","NA","mean",52,-0.604711316153846
"4694","12","walking_upstairs","frequency","Y","NA","gyroscope","NA","NA","std",52,-0.483918390576923
"4695","12","walking_upstairs","frequency","Y","body","accelerometer","NA","NA","mean",52,-0.168341519859615
"4696","12","walking_upstairs","frequency","Y","body","accelerometer","NA","NA","std",52,-0.130175559028846
"4697","12","walking_upstairs","frequency","Y","body","accelerometer","jerk","NA","mean",52,-0.333077590961538
"4698","12","walking_upstairs","frequency","Y","body","accelerometer","jerk","NA","std",52,-0.335926381307692
"4699","12","walking_upstairs","frequency","Z","NA","gyroscope","NA","NA","mean",52,-0.406080936346154
"4700","12","walking_upstairs","frequency","Z","NA","gyroscope","NA","NA","std",52,-0.396095719423077
"4701","12","walking_upstairs","frequency","Z","body","accelerometer","NA","NA","mean",52,-0.560841212692308
"4702","12","walking_upstairs","frequency","Z","body","accelerometer","NA","NA","std",52,-0.418599992115385
"4703","12","walking_upstairs","frequency","Z","body","accelerometer","jerk","NA","mean",52,-0.687929868653846
"4704","12","walking_upstairs","frequency","Z","body","accelerometer","jerk","NA","std",52,-0.750114855961538
"4705","12","walking_upstairs","frequency",NA,"NA","gyroscope","NA","magnitude","mean",52,-0.594032515192308
"4706","12","walking_upstairs","frequency",NA,"NA","gyroscope","NA","magnitude","std",52,-0.564435086711538
"4707","12","walking_upstairs","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",52,-0.714332592115385
"4708","12","walking_upstairs","frequency",NA,"NA","gyroscope","jerk","magnitude","std",52,-0.733130764423077
"4709","12","walking_upstairs","frequency",NA,"body","accelerometer","NA","magnitude","mean",52,-0.290005418653846
"4710","12","walking_upstairs","frequency",NA,"body","accelerometer","NA","magnitude","std",52,-0.395285130961538
"4711","12","walking_upstairs","frequency",NA,"body","accelerometer","jerk","magnitude","mean",52,-0.3208844625
"4712","12","walking_upstairs","frequency",NA,"body","accelerometer","jerk","magnitude","std",52,-0.346565141730769
"4713","12","walking_upstairs","time","X","NA","gyroscope","NA","NA","mean",52,-0.0931234101769231
"4714","12","walking_upstairs","time","X","NA","gyroscope","NA","NA","std",52,-0.526659296134615
"4715","12","walking_upstairs","time","X","NA","gyroscope","jerk","NA","mean",52,-0.0455638872076923
"4716","12","walking_upstairs","time","X","NA","gyroscope","jerk","NA","std",52,-0.549999188461539
"4717","12","walking_upstairs","time","X","body","accelerometer","NA","NA","mean",52,0.272970338653846
"4718","12","walking_upstairs","time","X","body","accelerometer","NA","NA","std",52,-0.290149192307692
"4719","12","walking_upstairs","time","X","body","accelerometer","jerk","NA","mean",52,0.0728660813846154
"4720","12","walking_upstairs","time","X","body","accelerometer","jerk","NA","std",52,-0.359856972115385
"4721","12","walking_upstairs","time","X","gravity","accelerometer","NA","NA","mean",52,0.938371473269231
"4722","12","walking_upstairs","time","X","gravity","accelerometer","NA","NA","std",52,-0.960246289807692
"4723","12","walking_upstairs","time","Y","NA","gyroscope","NA","NA","mean",52,-0.0411314519307692
"4724","12","walking_upstairs","time","Y","NA","gyroscope","NA","NA","std",52,-0.522949798269231
"4725","12","walking_upstairs","time","Y","NA","gyroscope","jerk","NA","mean",52,-0.0335406569057692
"4726","12","walking_upstairs","time","Y","NA","gyroscope","jerk","NA","std",52,-0.761195612692308
"4727","12","walking_upstairs","time","Y","body","accelerometer","NA","NA","mean",52,-0.0263574903403846
"4728","12","walking_upstairs","time","Y","body","accelerometer","NA","NA","std",52,-0.103818259823077
"4729","12","walking_upstairs","time","Y","body","accelerometer","jerk","NA","mean",52,-0.00689494886730769
"4730","12","walking_upstairs","time","Y","body","accelerometer","jerk","NA","std",52,-0.311328991057692
"4731","12","walking_upstairs","time","Y","gravity","accelerometer","NA","NA","mean",52,-0.259144202692308
"4732","12","walking_upstairs","time","Y","gravity","accelerometer","NA","NA","std",52,-0.941378352307692
"4733","12","walking_upstairs","time","Z","NA","gyroscope","NA","NA","mean",52,0.0898022757730769
"4734","12","walking_upstairs","time","Z","NA","gyroscope","NA","NA","std",52,-0.349614606153846
"4735","12","walking_upstairs","time","Z","NA","gyroscope","jerk","NA","mean",52,-0.0653167291865385
"4736","12","walking_upstairs","time","Z","NA","gyroscope","jerk","NA","std",52,-0.606412096538462
"4737","12","walking_upstairs","time","Z","body","accelerometer","NA","NA","mean",52,-0.107339730115385
"4738","12","walking_upstairs","time","Z","body","accelerometer","NA","NA","std",52,-0.436697425576923
"4739","12","walking_upstairs","time","Z","body","accelerometer","jerk","NA","mean",52,0.00906662793461539
"4740","12","walking_upstairs","time","Z","body","accelerometer","jerk","NA","std",52,-0.719336352692308
"4741","12","walking_upstairs","time","Z","gravity","accelerometer","NA","NA","mean",52,-0.0702503820961538
"4742","12","walking_upstairs","time","Z","gravity","accelerometer","NA","NA","std",52,-0.938071183269231
"4743","12","walking_upstairs","time",NA,"NA","gyroscope","NA","magnitude","mean",52,-0.316561585961538
"4744","12","walking_upstairs","time",NA,"NA","gyroscope","NA","magnitude","std",52,-0.525686949063462
"4745","12","walking_upstairs","time",NA,"NA","gyroscope","jerk","magnitude","mean",52,-0.674972132307692
"4746","12","walking_upstairs","time",NA,"NA","gyroscope","jerk","magnitude","std",52,-0.713406712307692
"4747","12","walking_upstairs","time",NA,"body","accelerometer","NA","magnitude","mean",52,-0.229183927115385
"4748","12","walking_upstairs","time",NA,"body","accelerometer","NA","magnitude","std",52,-0.285844036153846
"4749","12","walking_upstairs","time",NA,"body","accelerometer","jerk","magnitude","mean",52,-0.432469300961538
"4750","12","walking_upstairs","time",NA,"body","accelerometer","jerk","magnitude","std",52,-0.329827968269231
"4751","12","walking_upstairs","time",NA,"gravity","accelerometer","NA","magnitude","mean",52,-0.229183927115385
"4752","12","walking_upstairs","time",NA,"gravity","accelerometer","NA","magnitude","std",52,-0.285844036153846
"4753","13","laying","frequency","X","NA","gyroscope","NA","NA","mean",62,-0.96946349
"4754","13","laying","frequency","X","NA","gyroscope","NA","NA","std",62,-0.973446792419355
"4755","13","laying","frequency","X","body","accelerometer","NA","NA","mean",62,-0.974716920483871
"4756","13","laying","frequency","X","body","accelerometer","NA","NA","std",62,-0.966960088387097
"4757","13","laying","frequency","X","body","accelerometer","jerk","NA","mean",62,-0.985199684354839
"4758","13","laying","frequency","X","body","accelerometer","jerk","NA","std",62,-0.98707817516129
"4759","13","laying","frequency","Y","NA","gyroscope","NA","NA","mean",62,-0.968689729193548
"4760","13","laying","frequency","Y","NA","gyroscope","NA","NA","std",62,-0.959944126451613
"4761","13","laying","frequency","Y","body","accelerometer","NA","NA","mean",62,-0.965843757258064
"4762","13","laying","frequency","Y","body","accelerometer","NA","NA","std",62,-0.947462328225806
"4763","13","laying","frequency","Y","body","accelerometer","jerk","NA","mean",62,-0.980375137419355
"4764","13","laying","frequency","Y","body","accelerometer","jerk","NA","std",62,-0.981394261612903
"4765","13","laying","frequency","Z","NA","gyroscope","NA","NA","mean",62,-0.969126880322581
"4766","13","laying","frequency","Z","NA","gyroscope","NA","NA","std",62,-0.969797214516129
"4767","13","laying","frequency","Z","body","accelerometer","NA","NA","mean",62,-0.966295582741935
"4768","13","laying","frequency","Z","body","accelerometer","NA","NA","std",62,-0.945852135806452
"4769","13","laying","frequency","Z","body","accelerometer","jerk","NA","mean",62,-0.980994601935484
"4770","13","laying","frequency","Z","body","accelerometer","jerk","NA","std",62,-0.983670049354839
"4771","13","laying","frequency",NA,"NA","gyroscope","NA","magnitude","mean",62,-0.957681621290323
"4772","13","laying","frequency",NA,"NA","gyroscope","NA","magnitude","std",62,-0.946133432096774
"4773","13","laying","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",62,-0.978150814032258
"4774","13","laying","frequency",NA,"NA","gyroscope","jerk","magnitude","std",62,-0.972798632258065
"4775","13","laying","frequency",NA,"body","accelerometer","NA","magnitude","mean",62,-0.959535493548387
"4776","13","laying","frequency",NA,"body","accelerometer","NA","magnitude","std",62,-0.949431319193548
"4777","13","laying","frequency",NA,"body","accelerometer","jerk","magnitude","mean",62,-0.980754385967742
"4778","13","laying","frequency",NA,"body","accelerometer","jerk","magnitude","std",62,-0.978044349516129
"4779","13","laying","time","X","NA","gyroscope","NA","NA","mean",62,-0.00973609968045161
"4780","13","laying","time","X","NA","gyroscope","NA","NA","std",62,-0.972143470322581
"4781","13","laying","time","X","NA","gyroscope","jerk","NA","mean",62,-0.101835573822581
"4782","13","laying","time","X","NA","gyroscope","jerk","NA","std",62,-0.981404742903226
"4783","13","laying","time","X","body","accelerometer","NA","NA","mean",62,0.276716360483871
"4784","13","laying","time","X","body","accelerometer","NA","NA","std",62,-0.968891989354839
"4785","13","laying","time","X","body","accelerometer","jerk","NA","mean",62,0.0767774832096774
"4786","13","laying","time","X","body","accelerometer","jerk","NA","std",62,-0.98541995
"4787","13","laying","time","X","gravity","accelerometer","NA","NA","mean",62,-0.156852206467742
"4788","13","laying","time","X","gravity","accelerometer","NA","NA","std",62,-0.957875244677419
"4789","13","laying","time","Y","NA","gyroscope","NA","NA","mean",62,-0.0966250701451613
"4790","13","laying","time","Y","NA","gyroscope","NA","NA","std",62,-0.96270462
"4791","13","laying","time","Y","NA","gyroscope","jerk","NA","mean",62,-0.0417744000370968
"4792","13","laying","time","Y","NA","gyroscope","jerk","NA","std",62,-0.978854747419355
"4793","13","laying","time","Y","body","accelerometer","NA","NA","mean",62,-0.020440454366129
"4794","13","laying","time","Y","body","accelerometer","NA","NA","std",62,-0.950947949516129
"4795","13","laying","time","Y","body","accelerometer","jerk","NA","mean",62,0.0183441894580645
"4796","13","laying","time","Y","body","accelerometer","jerk","NA","std",62,-0.980152342903226
"4797","13","laying","time","Y","gravity","accelerometer","NA","NA","mean",62,0.656400944354839
"4798","13","laying","time","Y","gravity","accelerometer","NA","NA","std",62,-0.975948136290323
"4799","13","laying","time","Z","NA","gyroscope","NA","NA","mean",62,0.117819614790323
"4800","13","laying","time","Z","NA","gyroscope","NA","NA","std",62,-0.967350513709677
"4801","13","laying","time","Z","NA","gyroscope","jerk","NA","mean",62,-0.0648770419677419
"4802","13","laying","time","Z","NA","gyroscope","jerk","NA","std",62,-0.989801549193548
"4803","13","laying","time","Z","body","accelerometer","NA","NA","mean",62,-0.104331864532258
"4804","13","laying","time","Z","body","accelerometer","NA","NA","std",62,-0.950392995483871
"4805","13","laying","time","Z","body","accelerometer","jerk","NA","mean",62,-0.00988389709596774
"4806","13","laying","time","Z","body","accelerometer","jerk","NA","std",62,-0.983070657419355
"4807","13","laying","time","Z","gravity","accelerometer","NA","NA","mean",62,0.598884988709677
"4808","13","laying","time","Z","gravity","accelerometer","NA","NA","std",62,-0.959892863709677
"4809","13","laying","time",NA,"NA","gyroscope","NA","magnitude","mean",62,-0.944303111935484
"4810","13","laying","time",NA,"NA","gyroscope","NA","magnitude","std",62,-0.944687480967742
"4811","13","laying","time",NA,"NA","gyroscope","jerk","magnitude","mean",62,-0.98544626483871
"4812","13","laying","time",NA,"NA","gyroscope","jerk","magnitude","std",62,-0.975113305645161
"4813","13","laying","time",NA,"body","accelerometer","NA","magnitude","mean",62,-0.960517768225806
"4814","13","laying","time",NA,"body","accelerometer","NA","magnitude","std",62,-0.947944746612903
"4815","13","laying","time",NA,"body","accelerometer","jerk","magnitude","mean",62,-0.985467853870968
"4816","13","laying","time",NA,"body","accelerometer","jerk","magnitude","std",62,-0.980066243387097
"4817","13","laying","time",NA,"gravity","accelerometer","NA","magnitude","mean",62,-0.960517768225806
"4818","13","laying","time",NA,"gravity","accelerometer","NA","magnitude","std",62,-0.947944746612903
"4819","13","sitting","frequency","X","NA","gyroscope","NA","NA","mean",49,-0.983218202857143
"4820","13","sitting","frequency","X","NA","gyroscope","NA","NA","std",49,-0.986714694081633
"4821","13","sitting","frequency","X","body","accelerometer","NA","NA","mean",49,-0.990135477755102
"4822","13","sitting","frequency","X","body","accelerometer","NA","NA","std",49,-0.989410582653061
"4823","13","sitting","frequency","X","body","accelerometer","jerk","NA","mean",49,-0.992678212653061
"4824","13","sitting","frequency","X","body","accelerometer","jerk","NA","std",49,-0.99368217
"4825","13","sitting","frequency","Y","NA","gyroscope","NA","NA","mean",49,-0.982456053877551
"4826","13","sitting","frequency","Y","NA","gyroscope","NA","NA","std",49,-0.97827070877551
"4827","13","sitting","frequency","Y","body","accelerometer","NA","NA","mean",49,-0.959673916122449
"4828","13","sitting","frequency","Y","body","accelerometer","NA","NA","std",49,-0.933666502510204
"4829","13","sitting","frequency","Y","body","accelerometer","jerk","NA","mean",49,-0.983914101836735
"4830","13","sitting","frequency","Y","body","accelerometer","jerk","NA","std",49,-0.985908120408163
"4831","13","sitting","frequency","Z","NA","gyroscope","NA","NA","mean",49,-0.968384415510204
"4832","13","sitting","frequency","Z","NA","gyroscope","NA","NA","std",49,-0.969451754693878
"4833","13","sitting","frequency","Z","body","accelerometer","NA","NA","mean",49,-0.956183063510204
"4834","13","sitting","frequency","Z","body","accelerometer","NA","NA","std",49,-0.934189007346939
"4835","13","sitting","frequency","Z","body","accelerometer","jerk","NA","mean",49,-0.985261204693878
"4836","13","sitting","frequency","Z","body","accelerometer","jerk","NA","std",49,-0.988612100204082
"4837","13","sitting","frequency",NA,"NA","gyroscope","NA","magnitude","mean",49,-0.973258277755102
"4838","13","sitting","frequency",NA,"NA","gyroscope","NA","magnitude","std",49,-0.96426809755102
